datetime,chamber,CO2_ppm,half_hour,year,month,day,hour,minute,second
2023-10-02T11:04:48Z,1,598.7832,2023-10-02T11:00:00Z,2023,10,2,11,4,48
2023-10-02T11:04:49Z,1,598.8641,2023-10-02T11:00:00Z,2023,10,2,11,4,49
2023-10-02T11:04:50Z,1,599.0261,2023-10-02T11:00:00Z,2023,10,2,11,4,50
2023-10-02T11:04:51Z,1,599.3498,2023-10-02T11:00:00Z,2023,10,2,11,4,51
2023-10-02T11:04:52Z,1,599.8356,2023-10-02T11:00:00Z,2023,10,2,11,4,52
2023-10-02T11:04:53Z,1,600.8879,2023-10-02T11:00:00Z,2023,10,2,11,4,53
2023-10-02T11:04:54Z,1,600.4832,2023-10-02T11:00:00Z,2023,10,2,11,4,54
2023-10-02T11:04:55Z,1,601.2117,2023-10-02T11:00:00Z,2023,10,2,11,4,55
2023-10-02T11:04:56Z,1,601.8593,2023-10-02T11:00:00Z,2023,10,2,11,4,56
2023-10-02T11:04:57Z,1,600.8879,2023-10-02T11:00:00Z,2023,10,2,11,4,57
2023-10-02T11:04:58Z,1,601.4545,2023-10-02T11:00:00Z,2023,10,2,11,4,58
