datetime,year,month,day,hour,minute,chamber,rs,rsgf,tsoil,tsoilgf
2023-10-01T01:55:00,2023,10,1,1,55,12,0.83809688,0.83809688,14.5748,14.5748
2023-10-01T02:00:00,2023,10,1,2,0,7,0.39662849,0.39662849,14.572,14.572
2023-10-01T02:05:00,2023,10,1,2,5,8,0.508702396,0.508702396,14.5716,14.5716
2023-10-01T02:10:00,2023,10,1,2,10,9,0.583585321,0.583585321,14.5704,14.5704
2023-10-01T02:15:00,2023,10,1,2,15,10,0.507815949,0.507815949,14.5724,14.5724
2023-10-01T02:20:00,2023,10,1,2,20,11,NA,0.391165481,14.5664,14.5664
2023-10-01T02:25:00,2023,10,1,2,25,12,0.839690872,0.839690872,14.5704,14.5704
2023-10-01T02:30:00,2023,10,1,2,30,7,0.467426716,0.467426716,14.5692,14.5692
2023-10-01T02:35:00,2023,10,1,2,35,8,0.486704289,0.486704289,14.5656,14.5656
2023-10-01T02:40:00,2023,10,1,2,40,9,0.568179655,0.568179655,14.5652,14.5652
2023-10-01T02:45:00,2023,10,1,2,45,10,0.505049641,0.505049641,14.5656,14.5656
2023-10-01T02:50:00,2023,10,1,2,50,11,NA,0.398377552,14.5632,14.5632
2023-10-01T02:55:00,2023,10,1,2,55,12,0.746812882,0.746812882,14.56,14.56
2023-10-01T03:00:00,2023,10,1,3,0,7,0.419222979,0.419222979,14.5584,14.5584
2023-10-01T03:05:00,2023,10,1,3,5,8,0.486866936,0.486866936,14.558,14.558
2023-10-01T03:10:00,2023,10,1,3,10,9,0.600576011,0.600576011,14.5536,14.5536
2023-10-01T03:15:00,2023,10,1,3,15,10,0.500441206,0.500441206,14.5528,14.5528
2023-10-01T03:20:00,2023,10,1,3,20,11,NA,0.405589623,14.5488,14.5488
2023-10-01T03:25:00,2023,10,1,3,25,12,0.83642908,0.83642908,14.5508,14.5508
2023-10-01T03:30:00,2023,10,1,3,30,7,0.441978983,0.441978983,14.5508,14.5508
2023-10-01T03:35:00,2023,10,1,3,35,8,0.51227849,0.51227849,14.5476,14.5476
2023-10-01T03:40:00,2023,10,1,3,40,9,0.469991092,0.469991092,14.546,14.546
2023-10-01T03:45:00,2023,10,1,3,45,10,0.503323883,0.503323883,14.5452,14.5452
2023-10-01T03:50:00,2023,10,1,3,50,11,NA,0.412801695,14.5408,14.5408
2023-10-01T03:55:00,2023,10,1,3,55,12,0.801108856,0.801108856,14.5112,14.5112
2023-10-01T04:00:00,2023,10,1,4,0,7,0.456841545,0.456841545,14.5036,14.5036
2023-10-01T04:05:00,2023,10,1,4,5,8,0.444748643,0.444748643,14.5008,14.5008
2023-10-01T04:10:00,2023,10,1,4,10,9,0.47579006,0.47579006,14.4992,14.4992
2023-10-01T04:15:00,2023,10,1,4,15,10,0.506806115,0.506806115,14.4992,14.4992
2023-10-01T04:20:00,2023,10,1,4,20,11,NA,0.420013766,14.4976,14.4976
2023-10-01T04:25:00,2023,10,1,4,25,12,0.849434789,0.849434789,14.4984,14.4984
2023-10-01T04:30:00,2023,10,1,4,30,7,0.384724447,0.384724447,14.4952,14.4952
2023-10-01T04:35:00,2023,10,1,4,35,8,0.378693791,0.378693791,14.4936,14.4936
2023-10-01T04:40:00,2023,10,1,4,40,9,0.594473254,0.594473254,14.49,14.49
2023-10-01T04:45:00,2023,10,1,4,45,10,0.486485621,0.486485621,14.4908,14.4908
2023-10-01T04:50:00,2023,10,1,4,50,11,NA,0.427225837,14.4884,14.4884
2023-10-01T04:55:00,2023,10,1,4,55,12,0.805737346,0.805737346,14.4864,14.4864
2023-10-01T05:00:00,2023,10,1,5,0,7,0.403245539,0.403245539,14.482,14.482
2023-10-01T05:05:00,2023,10,1,5,5,8,0.417686775,0.417686775,14.478,14.478
2023-10-01T05:10:00,2023,10,1,5,10,9,0.458582469,0.458582469,14.476,14.476
2023-10-01T05:15:00,2023,10,1,5,15,10,0.494424244,0.494424244,14.4796,14.4796
2023-10-01T05:20:00,2023,10,1,5,20,11,NA,0.434437909,14.4768,14.4768
2023-10-01T05:25:00,2023,10,1,5,25,12,0.722093583,0.722093583,14.4764,14.4764
2023-10-01T05:30:00,2023,10,1,5,30,7,0.462355965,0.462355965,14.4744,14.4744
2023-10-01T05:35:00,2023,10,1,5,35,8,0.344873915,0.344873915,14.47,14.47
2023-10-01T05:40:00,2023,10,1,5,40,9,0.510549581,0.510549581,14.468,14.468
2023-10-01T05:45:00,2023,10,1,5,45,10,0.474094663,0.474094663,14.4696,14.4696
2023-10-01T05:50:00,2023,10,1,5,50,11,NA,0.44164998,14.4656,14.4656
2023-10-01T05:55:00,2023,10,1,5,55,12,0.664317838,0.664317838,14.4628,14.4628
2023-10-01T06:00:00,2023,10,1,6,0,7,0.462502078,0.462502078,14.46,14.46
2023-10-01T06:05:00,2023,10,1,6,5,8,0.377223906,0.377223906,14.4592,14.4592
2023-10-01T06:10:00,2023,10,1,6,10,9,0.631176136,0.631176136,14.4576,14.4576
2023-10-01T06:15:00,2023,10,1,6,15,10,0.452127043,0.452127043,14.4588,14.4588
2023-10-01T06:20:00,2023,10,1,6,20,11,NA,0.448862051,14.4548,14.4548
2023-10-01T06:25:00,2023,10,1,6,25,12,0.937036688,0.937036688,14.4528,14.4528
2023-10-01T06:30:00,2023,10,1,6,30,7,0.571603724,0.571603724,14.4512,14.4512
2023-10-01T06:35:00,2023,10,1,6,35,8,0.376136647,0.376136647,14.45,14.45
2023-10-01T06:40:00,2023,10,1,6,40,9,0.763902963,0.763902963,14.4492,14.4492
2023-10-01T06:45:00,2023,10,1,6,45,10,0.447389904,0.447389904,14.4508,14.4508
2023-10-01T06:50:00,2023,10,1,6,50,11,NA,0.456074123,14.4488,14.4488
2023-10-01T06:55:00,2023,10,1,6,55,12,0.757621081,0.757621081,14.4476,14.4476
2023-10-01T07:00:00,2023,10,1,7,0,7,0.418861272,0.418861272,14.4444,14.4444
2023-10-01T07:05:00,2023,10,1,7,5,8,0.47801497,0.47801497,14.4436,14.4436
2023-10-01T07:10:00,2023,10,1,7,10,9,0.43812858,0.43812858,14.4408,14.4408
2023-10-01T07:15:00,2023,10,1,7,15,10,0.455898307,0.455898307,14.4416,14.4416
2023-10-01T07:20:00,2023,10,1,7,20,11,NA,0.463286194,14.4388,14.4388
2023-10-01T07:25:00,2023,10,1,7,25,12,0.830191493,0.830191493,14.4368,14.4368
2023-10-01T07:30:00,2023,10,1,7,30,7,0.400089002,0.400089002,14.4348,14.4348
2023-10-01T07:35:00,2023,10,1,7,35,8,0.392270905,0.392270905,14.4344,14.4344
2023-10-01T07:40:00,2023,10,1,7,40,9,0.520378714,0.520378714,14.4328,14.4328
2023-10-01T07:45:00,2023,10,1,7,45,10,0.461817523,0.461817523,14.4348,14.4348
2023-10-01T07:50:00,2023,10,1,7,50,11,NA,0.470498265,14.434,14.434
2023-10-01T07:55:00,2023,10,1,7,55,12,1.004575298,1.004575298,14.4344,14.4344
2023-10-01T08:00:00,2023,10,1,8,0,7,0.625003982,0.625003982,14.4348,14.4348
2023-10-01T08:05:00,2023,10,1,8,5,8,0.421828623,0.421828623,14.436,14.436
2023-10-01T08:10:00,2023,10,1,8,10,9,0.535757205,0.535757205,14.4372,14.4372
2023-10-01T08:15:00,2023,10,1,8,15,10,0.452254255,0.452254255,14.4408,14.4408
2023-10-01T08:20:00,2023,10,1,8,20,11,NA,0.477710337,14.4412,14.4412
2023-10-01T08:25:00,2023,10,1,8,25,12,1.001494004,1.001494004,14.4408,14.4408
2023-10-01T08:30:00,2023,10,1,8,30,7,0.280355231,0.280355231,14.4424,14.4424
2023-10-01T08:35:00,2023,10,1,8,35,8,0.486339116,0.486339116,14.4428,14.4428
2023-10-01T08:40:00,2023,10,1,8,40,9,0.532463805,0.532463805,14.4464,14.4464
2023-10-01T08:45:00,2023,10,1,8,45,10,NA,0.591899722,14.4488,14.4488
2023-10-01T08:50:00,2023,10,1,8,50,11,NA,0.484922408,14.4476,14.4476
2023-10-01T08:55:00,2023,10,1,8,55,12,0.945449402,0.945449402,14.4496,14.4496
2023-10-01T09:00:00,2023,10,1,9,0,7,0.587607403,0.587607403,14.454,14.454
2023-10-01T09:05:00,2023,10,1,9,5,8,0.615588928,0.615588928,14.4544,14.4544
2023-10-01T09:10:00,2023,10,1,9,10,9,0.87485898,0.87485898,14.4588,14.4588
2023-10-01T09:15:00,2023,10,1,9,15,10,0.73154519,0.73154519,14.4672,14.4672
2023-10-01T09:20:00,2023,10,1,9,20,11,NA,0.492134479,14.4676,14.4676
2023-10-01T09:25:00,2023,10,1,9,25,12,0.793142648,0.793142648,14.4704,14.4704
2023-10-01T09:30:00,2023,10,1,9,30,7,0.344929425,0.344929425,14.4744,14.4744
2023-10-01T09:35:00,2023,10,1,9,35,8,0.584600971,0.584600971,14.4772,14.4772
2023-10-01T09:40:00,2023,10,1,9,40,9,0.610243147,0.610243147,14.4808,14.4808
2023-10-01T09:45:00,2023,10,1,9,45,10,NA,0.818017029,14.4884,14.4884
2023-10-01T09:50:00,2023,10,1,9,50,11,NA,0.499346551,14.4928,14.4928
2023-10-01T09:55:00,2023,10,1,9,55,12,0.973874598,0.973874598,14.4976,14.4976
2023-10-01T10:00:00,2023,10,1,10,0,7,0.540745057,0.540745057,14.502,14.502
2023-10-01T10:05:00,2023,10,1,10,5,8,0.506814782,0.506814782,14.5048,14.5048
2023-10-01T10:10:00,2023,10,1,10,10,9,0.416456448,0.416456448,14.5088,14.5088
2023-10-01T10:15:00,2023,10,1,10,15,10,0.904488868,0.904488868,14.5192,14.5192
2023-10-01T10:20:00,2023,10,1,10,20,11,NA,0.506558622,14.5276,14.5276
2023-10-01T10:25:00,2023,10,1,10,25,12,0.864657454,0.864657454,14.5324,14.5324
2023-10-01T10:30:00,2023,10,1,10,30,7,0.380542081,0.380542081,14.5392,14.5392
2023-10-01T10:35:00,2023,10,1,10,35,8,0.511697222,0.511697222,14.5444,14.5444
2023-10-01T10:40:00,2023,10,1,10,40,9,0.592650033,0.592650033,14.5508,14.5508
2023-10-01T10:45:00,2023,10,1,10,45,10,NA,0.787710416,14.5616,14.5616
2023-10-01T10:50:00,2023,10,1,10,50,11,NA,0.513770693,14.5676,14.5676
2023-10-01T10:55:00,2023,10,1,10,55,12,1.131624266,1.131624266,14.5752,14.5752
2023-10-01T11:00:00,2023,10,1,11,0,7,0.159185445,0.159185445,14.5816,14.5816
2023-10-01T11:05:00,2023,10,1,11,5,8,0.723129969,0.723129969,14.5892,14.5892
2023-10-01T11:10:00,2023,10,1,11,10,9,0.641695019,0.641695019,14.5968,14.5968
2023-10-01T11:15:00,2023,10,1,11,15,10,0.670931963,0.670931963,14.6112,14.6112
2023-10-01T11:20:00,2023,10,1,11,20,11,NA,0.520982765,14.6164,14.6164
2023-10-01T11:25:00,2023,10,1,11,25,12,1.037829452,1.037829452,14.6228,14.6228
2023-10-01T11:30:00,2023,10,1,11,30,7,0.624304209,0.624304209,14.6304,14.6304
2023-10-01T11:35:00,2023,10,1,11,35,8,0.560828557,0.560828557,14.6424,14.6424
2023-10-01T11:40:00,2023,10,1,11,40,9,0.692517704,0.692517704,14.6544,14.6544
2023-10-01T11:45:00,2023,10,1,11,45,10,0.488218885,0.488218885,14.6656,14.6656
2023-10-01T11:50:00,2023,10,1,11,50,11,NA,0.528194836,14.674,14.674
2023-10-01T11:55:00,2023,10,1,11,55,12,1.028752012,1.028752012,14.6808,14.6808
2023-10-01T12:00:00,2023,10,1,12,0,7,NA,0.560597679,14.6892,14.6892
2023-10-01T12:05:00,2023,10,1,12,5,8,0.635193336,0.635193336,14.6988,14.6988
2023-10-01T12:10:00,2023,10,1,12,10,9,0.804373656,0.804373656,14.7076,14.7076
2023-10-01T12:15:00,2023,10,1,12,15,10,0.468854829,0.468854829,14.7232,14.7232
2023-10-01T12:20:00,2023,10,1,12,20,11,NA,0.535406907,14.7288,14.7288
2023-10-01T12:25:00,2023,10,1,12,25,12,0.999518729,0.999518729,14.7352,14.7352
2023-10-01T12:30:00,2023,10,1,12,30,7,0.496891149,0.496891149,14.7452,14.7452
2023-10-01T12:35:00,2023,10,1,12,35,8,0.661232212,0.661232212,14.7552,14.7552
2023-10-01T12:40:00,2023,10,1,12,40,9,0.697058587,0.697058587,14.7648,14.7648
2023-10-01T12:45:00,2023,10,1,12,45,10,0.46829815,0.46829815,14.7764,14.7764
2023-10-01T12:50:00,2023,10,1,12,50,11,NA,0.542618979,14.7832,14.7832
2023-10-01T12:55:00,2023,10,1,12,55,12,1.096146115,1.096146115,14.7916,14.7916
2023-10-01T13:00:00,2023,10,1,13,0,7,0.168083136,0.168083136,14.8016,14.8016
2023-10-01T13:05:00,2023,10,1,13,5,8,0.586078298,0.586078298,14.8124,14.8124
2023-10-01T13:10:00,2023,10,1,13,10,9,0.806013426,0.806013426,14.8236,14.8236
2023-10-01T13:15:00,2023,10,1,13,15,10,0.460898296,0.460898296,14.8332,14.8332
2023-10-01T13:20:00,2023,10,1,13,20,11,NA,0.54983105,14.8388,14.8388
2023-10-01T13:25:00,2023,10,1,13,25,12,1.18401171,1.18401171,14.8468,14.8468
2023-10-01T13:30:00,2023,10,1,13,30,7,1.030997409,1.030997409,14.8588,14.8588
2023-10-01T13:35:00,2023,10,1,13,35,8,0.756316974,0.756316974,14.8704,14.8704
2023-10-01T13:40:00,2023,10,1,13,40,9,0.807820433,0.807820433,14.878,14.878
2023-10-01T13:45:00,2023,10,1,13,45,10,0.457871408,0.457871408,14.894,14.894
2023-10-01T13:50:00,2023,10,1,13,50,11,0.557043121,0.557043121,14.9056,14.9056
2023-10-01T13:55:00,2023,10,1,13,55,12,1.120810304,1.120810304,14.9136,14.9136
2023-10-01T14:00:00,2023,10,1,14,0,7,0.483950443,0.483950443,14.9172,14.9172
2023-10-01T14:05:00,2023,10,1,14,5,8,0.577628381,0.577628381,14.9268,14.9268
2023-10-01T14:10:00,2023,10,1,14,10,9,0.846941881,0.846941881,14.9312,14.9312
2023-10-01T14:15:00,2023,10,1,14,15,10,0.454557999,0.454557999,14.9404,14.9404
2023-10-01T14:20:00,2023,10,1,14,20,11,0.439852513,0.439852513,14.9492,14.9492
2023-10-01T14:25:00,2023,10,1,14,25,12,1.22484284,1.22484284,14.9564,14.9564
2023-10-01T14:30:00,2023,10,1,14,30,7,0.813391454,0.813391454,14.9636,14.9636
2023-10-01T14:35:00,2023,10,1,14,35,8,0.57650119,0.57650119,14.9732,14.9732
2023-10-01T14:40:00,2023,10,1,14,40,9,0.885166439,0.885166439,14.9824,14.9824
2023-10-01T14:45:00,2023,10,1,14,45,10,0.444354789,0.444354789,14.9964,14.9964
2023-10-01T14:50:00,2023,10,1,14,50,11,0.508322257,0.508322257,15.0044,15.0044
2023-10-01T14:55:00,2023,10,1,14,55,12,1.143978625,1.143978625,15.0076,15.0076
2023-10-01T15:00:00,2023,10,1,15,0,7,0.654784085,0.654784085,15.0204,15.0204
2023-10-01T15:05:00,2023,10,1,15,5,8,0.71091028,0.71091028,15.028,15.028
2023-10-01T15:10:00,2023,10,1,15,10,9,0.763827278,0.763827278,15.0336,15.0336
2023-10-01T15:15:00,2023,10,1,15,15,10,0.453638078,0.453638078,15.0416,15.0416
2023-10-01T15:20:00,2023,10,1,15,20,11,0.571120294,0.571120294,15.0512,15.0512
2023-10-01T15:25:00,2023,10,1,15,25,12,1.106099732,1.106099732,15.0536,15.0536
2023-10-01T15:30:00,2023,10,1,15,30,7,0.758070816,0.758070816,15.0612,15.0612
2023-10-01T15:35:00,2023,10,1,15,35,8,0.64241294,0.64241294,15.066,15.066
2023-10-01T15:40:00,2023,10,1,15,40,9,0.767614192,0.767614192,15.072,15.072
2023-10-01T15:45:00,2023,10,1,15,45,10,0.451687746,0.451687746,15.0844,15.0844
2023-10-01T15:50:00,2023,10,1,15,50,11,0.629956217,0.629956217,15.0904,15.0904
2023-10-01T15:55:00,2023,10,1,15,55,12,1.39173699,1.39173699,15.094,15.094
2023-10-01T16:00:00,2023,10,1,16,0,7,0.77407196,0.77407196,15.1028,15.1028
2023-10-01T16:05:00,2023,10,1,16,5,8,0.9143231,0.9143231,15.1104,15.1104
2023-10-01T16:10:00,2023,10,1,16,10,9,0.935898468,0.935898468,15.1128,15.1128
2023-10-01T16:15:00,2023,10,1,16,15,10,0.394944467,0.394944467,15.12,15.12
2023-10-01T16:20:00,2023,10,1,16,20,11,0.637596164,0.637596164,15.1252,15.1252
2023-10-01T16:25:00,2023,10,1,16,25,12,1.425473518,1.425473518,15.13,15.13
2023-10-01T16:30:00,2023,10,1,16,30,7,0.629918075,0.629918075,15.136,15.136
2023-10-01T16:35:00,2023,10,1,16,35,8,0.767064967,0.767064967,15.144,15.144
2023-10-01T16:40:00,2023,10,1,16,40,9,0.96634341,0.96634341,15.1492,15.1492
2023-10-01T16:45:00,2023,10,1,16,45,10,0.361361547,0.361361547,15.1532,15.1532
2023-10-01T16:50:00,2023,10,1,16,50,11,0.682662361,0.682662361,15.1588,15.1588
2023-10-01T16:55:00,2023,10,1,16,55,12,1.286450277,1.286450277,15.1632,15.1632
2023-10-01T17:00:00,2023,10,1,17,0,7,0.548321407,0.548321407,15.1636,15.1636
2023-10-01T17:05:00,2023,10,1,17,5,8,0.65630983,0.65630983,15.1684,15.1684
2023-10-01T17:10:00,2023,10,1,17,10,9,0.7564325,0.7564325,15.1712,15.1712
2023-10-01T17:15:00,2023,10,1,17,15,10,0.359845004,0.359845004,15.174,15.174
2023-10-01T17:20:00,2023,10,1,17,20,11,NA,0.605974125,15.18,15.18
2023-10-01T17:25:00,2023,10,1,17,25,12,1.164071752,1.164071752,15.182,15.182
2023-10-01T17:30:00,2023,10,1,17,30,7,0.284667517,0.284667517,15.1828,15.1828
2023-10-01T17:35:00,2023,10,1,17,35,8,0.719839089,0.719839089,15.1824,15.1824
2023-10-01T17:40:00,2023,10,1,17,40,9,0.511295482,0.511295482,15.1852,15.1852
2023-10-01T17:45:00,2023,10,1,17,45,10,0.38128266,0.38128266,15.1912,15.1912
2023-10-01T17:50:00,2023,10,1,17,50,11,NA,0.529285888,15.194,15.194
2023-10-01T17:55:00,2023,10,1,17,55,12,1.216878871,1.216878871,15.1964,15.1964
2023-10-01T18:00:00,2023,10,1,18,0,7,0.60301619,0.60301619,15.1992,15.1992
2023-10-01T18:05:00,2023,10,1,18,5,8,0.587513917,0.587513917,15.1972,15.1972
2023-10-01T18:10:00,2023,10,1,18,10,9,0.714606523,0.714606523,15.2012,15.2012
2023-10-01T18:15:00,2023,10,1,18,15,10,0.377141343,0.377141343,15.2056,15.2056
2023-10-01T18:20:00,2023,10,1,18,20,11,NA,0.452597651,15.2032,15.2032
2023-10-01T18:25:00,2023,10,1,18,25,12,1.362476439,1.362476439,15.2036,15.2036
2023-10-01T18:30:00,2023,10,1,18,30,7,0.994189126,0.994189126,15.208,15.208
2023-10-01T18:35:00,2023,10,1,18,35,8,0.642018399,0.642018399,15.208,15.208
2023-10-01T18:40:00,2023,10,1,18,40,9,0.873894945,0.873894945,15.2104,15.2104
2023-10-01T18:45:00,2023,10,1,18,45,10,0.376350099,0.376350099,15.2136,15.2136
2023-10-01T18:50:00,2023,10,1,18,50,11,0.375909415,0.375909415,15.2184,15.2184
2023-10-01T18:55:00,2023,10,1,18,55,12,1.255383698,1.255383698,15.2152,15.2152
2023-10-01T19:00:00,2023,10,1,19,0,7,0.56300648,0.56300648,15.2168,15.2168
2023-10-01T19:05:00,2023,10,1,19,5,8,0.457822567,0.457822567,15.2184,15.2184
2023-10-01T19:10:00,2023,10,1,19,10,9,0.649693045,0.649693045,15.2204,15.2204
2023-10-01T19:15:00,2023,10,1,19,15,10,0.388482997,0.388482997,15.2228,15.2228
2023-10-01T19:20:00,2023,10,1,19,20,11,NA,0.404634386,15.2228,15.2228
2023-10-01T19:25:00,2023,10,1,19,25,12,1.225854277,1.225854277,15.224,15.224
2023-10-01T19:30:00,2023,10,1,19,30,7,0.560763859,0.560763859,15.224,15.224
2023-10-01T19:35:00,2023,10,1,19,35,8,0.621500853,0.621500853,15.2292,15.2292
2023-10-01T19:40:00,2023,10,1,19,40,9,0.653523472,0.653523472,15.2304,15.2304
2023-10-01T19:45:00,2023,10,1,19,45,10,0.409641253,0.409641253,15.236,15.236
2023-10-01T19:50:00,2023,10,1,19,50,11,0.433359358,0.433359358,15.2376,15.2376
2023-10-01T19:55:00,2023,10,1,19,55,12,1.382629618,1.382629618,15.2412,15.2412
2023-10-01T20:00:00,2023,10,1,20,0,7,0.763401404,0.763401404,15.2432,15.2432
2023-10-01T20:05:00,2023,10,1,20,5,8,0.576427127,0.576427127,15.246,15.246
2023-10-01T20:10:00,2023,10,1,20,10,9,0.685143919,0.685143919,15.2448,15.2448
2023-10-01T20:15:00,2023,10,1,20,15,10,0.393278606,0.393278606,15.246,15.246
2023-10-01T20:20:00,2023,10,1,20,20,11,NA,0.439755863,15.2456,15.2456
2023-10-01T20:25:00,2023,10,1,20,25,12,1.193707549,1.193707549,15.2472,15.2472
2023-10-01T20:30:00,2023,10,1,20,30,7,0.377812617,0.377812617,15.252,15.252
2023-10-01T20:35:00,2023,10,1,20,35,8,0.509983902,0.509983902,15.2524,15.2524
2023-10-01T20:40:00,2023,10,1,20,40,9,0.803076621,0.803076621,15.25,15.25
2023-10-01T20:45:00,2023,10,1,20,45,10,0.392651982,0.392651982,15.2564,15.2564
2023-10-01T20:50:00,2023,10,1,20,50,11,0.446152368,0.446152368,15.2584,15.2584
2023-10-01T20:55:00,2023,10,1,20,55,12,1.17188677,1.17188677,15.2616,15.2616
2023-10-01T21:00:00,2023,10,1,21,0,7,0.668204572,0.668204572,15.2652,15.2652
2023-10-01T21:05:00,2023,10,1,21,5,8,0.460441835,0.460441835,15.2608,15.2608
2023-10-01T21:10:00,2023,10,1,21,10,9,0.586627321,0.586627321,15.2632,15.2632
2023-10-01T21:15:00,2023,10,1,21,15,10,0.406592301,0.406592301,15.2636,15.2636
2023-10-01T21:20:00,2023,10,1,21,20,11,NA,0.435669701,15.264,15.264
2023-10-01T21:25:00,2023,10,1,21,25,12,1.217464329,1.217464329,15.2636,15.2636
2023-10-01T21:30:00,2023,10,1,21,30,7,0.714767208,0.714767208,15.2628,15.2628
2023-10-01T21:35:00,2023,10,1,21,35,8,0.464614175,0.464614175,15.2636,15.2636
2023-10-01T21:40:00,2023,10,1,21,40,9,0.484313636,0.484313636,15.2616,15.2616
2023-10-01T21:45:00,2023,10,1,21,45,10,0.427606148,0.427606148,15.2648,15.2648
2023-10-01T21:50:00,2023,10,1,21,50,11,NA,0.425187033,15.2668,15.2668
2023-10-01T21:55:00,2023,10,1,21,55,12,1.229343807,1.229343807,15.2656,15.2656
2023-10-01T22:00:00,2023,10,1,22,0,7,0.559318987,0.559318987,15.268,15.268
2023-10-01T22:05:00,2023,10,1,22,5,8,0.431383544,0.431383544,15.2676,15.2676
2023-10-01T22:10:00,2023,10,1,22,10,9,0.49923632,0.49923632,15.2684,15.2684
2023-10-01T22:15:00,2023,10,1,22,15,10,0.456609034,0.456609034,15.27,15.27
2023-10-01T22:20:00,2023,10,1,22,20,11,NA,0.414704366,15.2696,15.2696
2023-10-01T22:25:00,2023,10,1,22,25,12,1.273242612,1.273242612,15.272,15.272
2023-10-01T22:30:00,2023,10,1,22,30,7,0.457183196,0.457183196,15.2724,15.2724
2023-10-01T22:35:00,2023,10,1,22,35,8,0.587589814,0.587589814,15.2716,15.2716
2023-10-01T22:40:00,2023,10,1,22,40,9,0.562337853,0.562337853,15.272,15.272
2023-10-01T22:45:00,2023,10,1,22,45,10,0.432551409,0.432551409,15.2736,15.2736
2023-10-01T22:50:00,2023,10,1,22,50,11,NA,0.404221698,15.2748,15.2748
2023-10-01T22:55:00,2023,10,1,22,55,12,1.12613703,1.12613703,15.2732,15.2732
2023-10-01T23:00:00,2023,10,1,23,0,7,0.73494012,0.73494012,15.2728,15.2728
2023-10-01T23:05:00,2023,10,1,23,5,8,0.354534387,0.354534387,15.2728,15.2728
2023-10-01T23:10:00,2023,10,1,23,10,9,0.702813826,0.702813826,15.272,15.272
2023-10-01T23:15:00,2023,10,1,23,15,10,0.427787883,0.427787883,15.2756,15.2756
2023-10-01T23:20:00,2023,10,1,23,20,11,NA,0.393739031,15.274,15.274
2023-10-01T23:25:00,2023,10,1,23,25,12,1.192343957,1.192343957,15.2728,15.2728
2023-10-01T23:30:00,2023,10,1,23,30,7,0.376602577,0.376602577,15.2708,15.2708
2023-10-01T23:35:00,2023,10,1,23,35,8,0.439258213,0.439258213,15.2716,15.2716
2023-10-01T23:40:00,2023,10,1,23,40,9,0.561780075,0.561780075,15.2712,15.2712
2023-10-01T23:45:00,2023,10,1,23,45,10,0.438161812,0.438161812,15.2748,15.2748
2023-10-01T23:50:00,2023,10,1,23,50,11,0.383256363,0.383256363,15.2744,15.2744
2023-10-01T23:55:00,2023,10,1,23,55,12,1.228248353,1.228248353,15.2744,15.2744
2023-10-02T00:00:00,2023,10,2,0,0,7,0.396963507,0.396963507,15.2704,15.2704
2023-10-02T00:05:00,2023,10,2,0,5,8,0.395164733,0.395164733,15.2664,15.2664
2023-10-02T00:10:00,2023,10,2,0,10,9,0.848379634,0.848379634,15.2652,15.2652
2023-10-02T00:15:00,2023,10,2,0,15,10,0.425171643,0.425171643,15.2708,15.2708
2023-10-02T00:20:00,2023,10,2,0,20,11,NA,0.381665148,15.2716,15.2716
2023-10-02T00:25:00,2023,10,2,0,25,12,1.23474283,1.23474283,15.2728,15.2728
2023-10-02T00:30:00,2023,10,2,0,30,7,0.520813898,0.520813898,15.2704,15.2704
